"","country","region","indicator","category","sex","year","violence_rate"
"5246","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,2.75846721944186
"5247","Czechia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,8.61597831246212
"5248","Germany","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,79.1296280353466
"5249","Dominican Republic","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,0
"5250","Spain","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,5.02326364059937
"5251","Guyana","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,124.734684752773
"5252","Croatia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,9.40891287093754
"5253","Saint Kitts and Nevis","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,117.314794699109
"5254","Lithuania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,2.59990915611537
"5255","Latvia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,15.0922006732734
"5256","Mexico","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,23.1585748208205
"5257","El Salvador","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,0.19955485962646
"5258","Slovakia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,1.27825075144226
"5259","Slovenia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2021,2.72256243821426
"5260","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,24.0161392090851
"5261","Belize","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,3.92643818068487
"5262","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,0
"5263","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,11.8940991898277
"5264","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,3.54803147610781
"5265","Czechia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,9.78823369195152
"5266","Germany","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,86.1574771597116
"5267","Dominican Republic","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,0.0177485549792107
"5268","Spain","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,5.49571664445356
"5269","Guyana","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,278.042941345819
"5270","Honduras","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,3.18945717337396
"5271","Croatia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,9.52604124215502
"5272","Ireland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,43.0208683346525
"5273","Saint Kitts and Nevis","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,156.446916692017
"5274","Lithuania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,3.94840900407576
"5275","Latvia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,15.8430697345529
"5276","Morocco","Africa","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,23.8962023232307
"5277","Mexico","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,2.94075301558425
"5278","Myanmar","Asia","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,2.70003980147957
"5279","El Salvador","Americas","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,0
"5280","Slovakia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,1.26924699746024
"5281","Slovenia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Male",2022,3.56601754199103
"5282","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,3.94914858399192
"5283","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,21.2906180472565
"5284","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,0.645277239781198
"5285","Colombia","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,144.603038785643
"5286","Czechia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,20.927444549746
"5287","Germany","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,24.7323048620426
"5288","Honduras","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,0.0435235348074029
"5289","Lithuania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,0.0628289488151403
"5290","Myanmar","Asia","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,2.1233299796602
"5291","Mongolia","Asia","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,0.536514146872089
"5292","New Zealand","Oceania","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,81.2288991902334
"5293","Sweden","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,7.46241646465275
"5294","Venezuela (Bolivarian Republic of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2015,0
"5295","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,1.12510820728184
"5296","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,23.0072561346271
"5297","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,0.544309258534828
"5298","Colombia","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,140.638026672403
"5299","Czechia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,18.2398643073701
"5300","Germany","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,26.9227304698805
"5301","Spain","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,7.17760657762968
"5302","Guyana","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,1.29306554807876
"5303","Croatia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,0.045916507259859
"5304","Lithuania","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,0.445167736023164
"5305","Latvia","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,1.2175978480363
"5306","Myanmar","Asia","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,2.94390549494565
"5307","Mongolia","Asia","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,0.13124031282441
"5308","New Zealand","Oceania","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,81.1568385370385
"5309","Sweden","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,10.7164943365745
"5310","Venezuela (Bolivarian Republic of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2016,0
"5311","Austria","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2017,0.514310005051419
"5312","Bahamas","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2017,2.40930183251497
"5313","Bolivia (Plurinational State of)","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2017,0.052751899551943
"5314","Canada","Americas","Victims of serious assault","Other Perpetrator known to the victim","Female",2017,2.5364575030667
"5315","Switzerland","Europe","Victims of serious assault","Other Perpetrator known to the victim","Female",2017,0.563151583981153
